website,source_type,content_summary,screenshot_path,project_name,categories,year_founded,project_location,funding_source,problem_scope,problem_urgency,problem_complexity,problem_statement,target_population,problem_type,policy_area,primary_mechanism,timeframe,impact_potential,activities,outputs,outcomes,impact,stars,forks,last_update,created_at,open_issues,language
https://fairbnb.coop,website,"Fairbnb.coop is a cooperative platform promoting sustainable and community-powered tourism. It offers fair rooms and vacation rentals, ensuring hosts earn the same while guests pay the same, but with 50% of the platform's commission directed to social projects in the visited communities. This model, termed ""Community Powered Tourism,"" supports local initiatives, encouraging responsible travel and positive impact. Users can book stays in various European destinations, with each booking contributing to projects like Arrels Fundaciò in Barcelona, which aids the homeless, or Masegni & Nizioleti in Venice, focused on neighborhood redevelopment. Fairbnb.coop emphasizes sustainability, community benefits, and ethical travel.",screenshots/fairbnbcoop_bc3787f8.png,Fairbnb.coop,"Community Impact,Civic Tech,Social Justice",2016,Europe,"Community investment, grants, and revenue from bookings",global,medium,complex,"Unsustainable tourism practices exploit local communities, degrade cultural heritage, and contribute to environmental damage. Traditional vacation rental platforms often prioritize profit maximization over community well-being, exacerbating these issues.","Local residents in tourist destinations, ethical travelers, and social projects in visited communities.",Socio-economic inequality and environmental degradation caused by unsustainable tourism.,"Tourism policy, urban development, social enterprise, environmental regulations",system change,long-term,substantial,Developing and maintaining a cooperative platform for fair vacation rentals.;Directing 50% of platform commissions to social projects within the targeted communities.;Establishing partnerships with local organizations to identify and support impactful social projects.;Promoting responsible tourism practices and educating travelers about their impact.;Building a global network of hosts and guests committed to ethical travel.;Advocating for policy changes that support sustainable tourism.,Increased availability of fair vacation rentals.;Direct financial support for local social projects.;Enhanced awareness of sustainable tourism practices.;A growing community of ethical travelers and hosts.;Measurable impact on supported social projects.,Reduced negative impacts of tourism on local communities.;Increased funding and resources for community-led initiatives.;Improved quality of life for residents in tourist destinations.;Greater environmental sustainability in the tourism sector.;Empowered local communities to manage tourism in a responsible manner.,"A world where tourism benefits local communities, supports sustainable development, and promotes ethical travel practices.",N/A,N/A,N/A,N/A,N/A,N/A
https://farmerchat.digitalgreen.org,website,"Farmer.Chat, developed by Digital Green, is an AI-powered platform designed to enhance agricultural extension services for small-scale farmers globally. It offers tailored, location-specific advice through voice, text, or images, overcoming digital literacy barriers and promoting gender equity. The platform integrates weather, soil, and market data to deliver timely, climate-smart recommendations, aiding farmers and extension workers in making informed decisions. Farmer.Chat also features an intuitive dashboard for data-driven insights and policy improvements, fostering trust and knowledge-sharing between agents and farmers. Recognized at the World Food Forum, it significantly reduces costs compared to conventional methods, empowering farmers, especially women, to lead in their communities.",,Farmer.Chat,"AI & Data,Civic Tech,Community Impact,Innovation & Reform,Open Systems",Unknown,Global,Unknown,global,high,complex,"Small-scale farmers globally face significant challenges in accessing timely and relevant agricultural information, leading to inefficient farming practices, reduced yields, and increased vulnerability to climate change. Traditional extension services are often insufficient in reach, costly, and may not adequately address the diverse needs of farmers, particularly women and those with limited digital literacy.","Small-scale farmers, agricultural extension workers, particularly in developing countries, with a focus on women farmers.",Information access and agricultural productivity,"Agriculture, rural development, climate change adaptation",direct service,medium-term,substantial,"Develop and deploy AI-powered agricultural advisory platform.;Integrate weather, soil, and market data into the platform.;Provide tailored advice to farmers through voice, text, and images.;Offer an intuitive dashboard for data-driven insights.;Conduct training programs for extension workers.",Functional AI platform with integrated data sources.;Tailored agricultural advice delivered to farmers.;Dashboard for extension workers and policymakers.;Reduced cost of agricultural extension services.,Improved farmer decision-making.;Increased agricultural yields and income for farmers.;Enhanced climate resilience.;Greater gender equity in agriculture.;Improved trust and knowledge-sharing between agents and farmers,"Empowered farmers, especially women, leading in their communities with increased agricultural productivity and resilience, contributing to food security and sustainable rural development globally.",N/A,N/A,N/A,N/A,N/A,N/A
https://fatebook.io,website,"Fatebook is a versatile platform designed for making and managing predictions. It offers integrations with tools like Chrome, Slack, Discord, and APIs, allowing users to make rapid predictions anywhere. Users can import prediction data from PredictionBook or spreadsheets and export their data seamlessly. The platform provides learning resources, including calibration training, pastcasting, the Estimation Game, and Anki with Uncertainty, to improve prediction accuracy. Fatebook supports various prediction formats, such as yes/no, multiple choice, and tagged predictions, with public predictions available for sharing. It also links to external communities like EA Forum and Twitter, emphasizing collaboration and transparency.",,Fatebook,"Civic Tech,AI & Data,Community Impact,Open Systems",2023,Global,Unknown,global,medium,complex,"The project addresses the challenge of improving individual and collective forecasting abilities to enhance decision-making. Many individuals lack the tools and training necessary to make accurate predictions, which can negatively impact personal, professional, and societal outcomes. Inaccurate predictions can lead to poor resource allocation, ineffective policies, and missed opportunities.","Individuals and organizations seeking to improve their forecasting skills, including researchers, policymakers, and the general public interested in making informed decisions.",Information asymmetry and cognitive bias,"Public policy, decision-making",capacity building,medium-term,substantial,"Developing and maintaining a prediction platform with integrated tools.;Providing learning resources such as calibration training and the Estimation Game.;Creating integrations with platforms like Chrome, Slack, and Discord for convenient prediction entry.;Facilitating data import and export from PredictionBook and spreadsheets.;Linking to external communities like EA Forum and Twitter to foster collaboration.",Functional prediction platform with various integrations.;Educational resources for improving prediction accuracy.;Prediction data management tools (import/export).;Active community engagement.,Increased individual and organizational forecasting accuracy.;Improved decision-making based on better predictions.;Greater awareness of cognitive biases and strategies to mitigate them.;Enhanced collaboration and knowledge sharing within the forecasting community.,"A future where individuals and organizations are empowered to make more accurate predictions, leading to better-informed decisions and improved outcomes across various domains, including policy, finance, and personal life.",N/A,N/A,N/A,N/A,N/A,N/A
https://filmot.com,website,"Filmot - Search in Youtube captions and subtitles Home Metadata Transverso More Be a Patron 🔎 Auto 🔎 Manual Search within YouTube subtitles, captions and transcripts Enclose phrases in double quotation marks, for example: ""radio telescope"" Indexing over 1.1 billion transcripts across 1 billion videos and 69 million channels. Text Type a word or an expression enclosed in double quotes in any language. Search inside these channels Search Automatic Subtitles Search Manual Subtitles New functionality - search within a list of channels or exclude a list of channels See a list of unlisted videos here Settings Privacy About Contact Donate",screenshots/filmotcom_941b8089.png,Filmot,"AI & Data,Media & Comms,Civic Tech,Open Systems",Unknown,Global,Donations,global,medium,complex,"The problem is the difficulty in searching for specific information within the vast amount of video content available on YouTube. While YouTube provides search functionality, it's often insufficient for pinpointing precise moments or topics discussed within videos, especially when relying on automatically generated captions and subtitles which may contain errors. This makes it challenging for researchers, journalists, educators, and the general public to efficiently extract information from video content.","Researchers, journalists, educators, students, and the general public who need to find specific information within YouTube videos.",Information Access,Media and Information Literacy,direct service,medium-term,substantial,"Indexing YouTube captions, subtitles, and transcripts.;Developing a search engine specifically for video content.;Providing users with search functionality to find specific words or phrases within videos.;Offering options to search within specific channels or exclude particular channels.;Displaying search results with timestamps for easy navigation within videos.;Allowing search of automatically generated and manually created subtitles.",Indexed database of YouTube transcripts.;Searchable platform for video captions and subtitles.;Search results displaying relevant video segments.;Functionality to search within or exclude specific channels.;Access to unlisted videos through the platform.,"Improved efficiency in finding specific information within YouTube videos.;Enhanced accessibility to information for individuals with hearing impairments.;Increased use of video content in research, education, and journalism.;Greater understanding of topics discussed in video format.;More effective fact-checking and source verification using video evidence.","To become the leading platform for searching and accessing information within video content, empowering users worldwide to efficiently extract knowledge, insights, and evidence from the ever-growing world of online video.",N/A,N/A,N/A,N/A,N/A,N/A
https://fixmyblock.org,website,"FixMyBlock is a resource hub offering tower block tenants practical guides and template letters to address common issues like fire safety, disrepair, heating problems, pests, and legal rights. It provides step-by-step advice for dealing with landlords, making complaints, and forming residents’ associations. The site also features podcasts and true stories from tenants sharing their experiences, such as fire safety concerns, structural issues, and collective action successes. Additionally, it includes COVID-19-specific advice for navigating repairs during the pandemic. FixMyBlock aims to empower residents by simplifying complex housing issues, ensuring they know their rights and how to take effective action for safer, better-maintained living conditions.",screenshots/fixmyblockorg_eea372a9.png,FixMyBlock,"Civic Tech,Community Impact,Social Justice",2020,Europe,Unknown,local,medium,complicated,"Tower block tenants face challenges in addressing issues like fire safety, disrepair, heating problems, pests, and understanding their legal rights, due to lack of accessible information and resources.","Tower block residents, particularly those in social housing or renting from private landlords.",Housing rights and safety,"Housing policy, tenant rights, building regulations",capacity building,medium-term,substantial,Creating practical guides and template letters.;Providing step-by-step advice for dealing with landlords.;Facilitating residents’ association formation.;Producing podcasts and sharing tenant stories.;Offering COVID-19-specific advice.,Resource hub website with guides and templates.;Podcast episodes featuring tenant experiences.;Template letters for common housing issues.;Information on residents' rights and legal processes.,Increased tenant awareness of their rights.;Improved communication between tenants and landlords.;Greater tenant participation in addressing building issues.;Safer and better-maintained living conditions in tower blocks.,"Empowered tower block residents who are able to effectively advocate for safer, better-maintained living conditions and improved housing standards.",N/A,N/A,N/A,N/A,N/A,N/A
https://fullfact.org/ai,website,"Full Fact is an independent charity dedicated to fact-checking and combating misinformation to improve public debate. It systematically reviews claims in areas like health, crime, and politics, aiming to influence powerful actors and raise standards in public discourse. Full Fact also campaigns against online misinformation, protects elections, and advocates for better information policies. Its Full Fact AI technology supports fact-checkers globally in identifying and challenging false claims, while its data integrity training helps organisations reduce reputational risks. Funded independently and impartial, Full Fact operates as a non-profit, offering tools, training, and policy reports to foster a more informed society.",screenshots/fullfactorg_6c0252ef.png,Full Fact,"Media & Comms,AI & Data,Civic Tech,Innovation & Reform",2003,Global,Independent donations and grants,global,high,complex,"The proliferation of misinformation and false claims undermines public debate, erodes trust in institutions, and negatively impacts societal decision-making processes across various sectors (health, crime, politics) and online platforms.","General public, journalists, policymakers, organizations engaged in public discourse, and vulnerable populations susceptible to misinformation.",Information disorder; democratic deficit; societal polarization.,"Media regulation, platform accountability, information governance, electoral integrity.",advocacy,long-term,substantial,Fact-checking claims across various domains.;Developing and deploying AI tools to identify and challenge misinformation.;Training journalists and organizations on data integrity and fact-checking.;Campaigning against online misinformation and advocating for policy changes.;Producing reports and resources on misinformation trends.;Protecting elections from misinformation.;Influencing powerful actors and raising standards in public discourse.,Published fact-checks and corrections.;AI-powered fact-checking tools.;Training programs and workshops.;Policy reports and recommendations.;Awareness campaigns on misinformation.,Increased public awareness of misinformation.;Improved accuracy of public discourse.;Enhanced trust in reliable information sources.;Reduced spread of misinformation online.;Adoption of better information policies by platforms and governments.;Better-informed decision-making by individuals and institutions.,"A more informed and democratic society where public debate is based on accurate information and evidence, leading to better policies and improved societal outcomes.",N/A,N/A,N/A,N/A,N/A,N/A
https://gender-pay-gap.service.gov.uk,website,"The GOV.UK Gender Pay Gap Service provides tools to search, compare, and understand gender pay gap data across UK organizations. The gender pay gap represents the difference in average pay between men and women within a company or sector. Employers with 250 or more employees are legally required to report this data annually. Users can search for specific companies or sectors, view or download data, and access employer guidance on reporting processes. The service encourages feedback to improve its functionality. Additionally, it offers support links, including contact information, privacy policies, and accessibility statements, ensuring transparency and user assistance.",screenshots/gender-pay-gapservicegovuk_735e5a2e.png,GOV.UK Gender Pay Gap Service,"Civic Tech,Gov Services,Innovation & Reform,Social Justice,AI & Data",2017,Europe,Government Funding,national,medium,complicated,"The gender pay gap reflects the difference in average earnings between men and women and persists across organizations in the UK. Lack of transparency and standardized reporting makes it difficult to understand the extent of the gap and hold companies accountable for progress toward equality. This service addresses the need for accessible, comparable data to inform action and policy change.","Employees in the UK, particularly women, and organizations required to report gender pay gap data.",Social and Economic Inequality,Equality and Employment Law,system change,medium-term,substantial,Collect gender pay gap data from organizations;Provide a search and comparison tool for accessing the data;Offer guidance to employers on gender pay gap reporting;Collect user feedback to improve the service;Maintain a database of gender pay gap reports,Publicly available gender pay gap data for UK organizations;User-friendly search and comparison tools;Employer guidance on reporting requirements;Data visualizations;API access to the data,Increased awareness of the gender pay gap in specific organizations and sectors;Improved accountability for organizations to address gender pay imbalances;Enhanced data-driven decision-making for policymakers and researchers;Greater public understanding of the complexities surrounding gender pay disparities,"Reduced gender pay gap in the UK, leading to greater economic equality and opportunity for women.",N/A,N/A,N/A,N/A,N/A,N/A
https://getodk.org,website,"ODK offers a versatile data collection platform, ODK Cloud, enabling users to build powerful forms for online and offline use. It supports features like GPS, photos, skip logic, and multi-language forms, syncing data when online. Trusted by millions globally, ODK is used in sectors like public health, environmental research, and crisis response. Pricing starts at $199/month for the Standard plan, offering unlimited forms, users, and 10K monthly submissions. Users can request a demo to discuss needs, budget, and features. A 14-day refund policy ensures satisfaction, and GDPR-compliant data storage is available. ODK is open-source, customizable, and integrates with tools like Excel and Power BI.",screenshots/getodkorg_aeceefed.png,ODK (Open Data Kit),"Civic Tech,Community Impact,AI & Data,Open Systems",2008,Global,"Open Source Community, Grants, Subscription Revenue",global,medium,complex,"Many organizations and individuals lack accessible, affordable, and reliable tools for collecting and managing data in diverse environments, particularly in low-resource settings or situations requiring offline capabilities. Traditional data collection methods can be inefficient, costly, and prone to errors, hindering effective decision-making and program implementation across sectors such as public health, environmental monitoring, and humanitarian response.","Organizations and individuals involved in data collection and analysis, including researchers, public health workers, environmental scientists, humanitarian aid workers, and community development practitioners, particularly those working in resource-constrained environments.",Lack of accessible and robust data collection tools,"Open Data, Public Health, International Development",direct service,long-term,substantial,"Development and maintenance of the ODK platform;Providing cloud hosting services (ODK Cloud);Offering open-source tools for form building, data collection, and analysis.;Providing comprehensive documentation and support to users.;Facilitating community engagement and collaboration.;Integrating with other data analysis and visualization tools (e.g., Excel, Power BI).",Open-source software for data collection.;ODK Cloud hosting platform.;Unlimited forms and users (depending on the plan).;Data collection training materials and documentation.;Community forum and support channels.,Increased access to affordable and reliable data collection tools.;Improved data quality and accuracy.;Enhanced efficiency in data collection processes.;Greater capacity for data-driven decision-making.;Strengthened evidence base for programs and policies.,A world where organizations and communities globally have the tools they need to collect and utilize data effectively to address pressing challenges and improve lives.,N/A,N/A,N/A,N/A,N/A,N/A
https://github.com/bellingcat/EDGAR,github,"EDGAR is a Python tool to retrieve corporate/financial data from the SEC's EDGAR database, offering free access to filings containing quantitative and qualitative data on U.S. securities issuers. - Developed under the Bellingcat Tech Fellowship. 2. **Key Features**: - **Text Search**: - Command-line tool to search EDGAR for keywords, phrases, entities, or filing parameters (e.g., date ranges, forms, incorporation location). - Outputs results to CSV/JSONLines. Includes retries for failed requests and customizable parameters (e.g., `--retries`, `--min_wait`). - **RSS Feed Monitoring**: - Fetches real-time SEC filings for specified tickers (e.g., AAPL, GOOG) and exports to CSV/JSON. Supports periodic updates (e.g., every 10 minutes). - **Cleaned Financial Data**: - Provides a pre-processed CSV of financial statements (income, balance sheet, cash flow) using SEC bulk data and GAAP tag mapping. Quality comparable to Yahoo Finance. 3. **Installation & Usage**: - Installed via `pip install edgar-tool`. - Examples include searching for ""John Doe"" across filings, date filtering, and exporting to custom files. 4. **Advanced Features**: - Supports aliases (e.g., `-o` for `--output`), JSON/CSV formats, and handling SEC API limitations (e.g",,EDGAR,"AI & Data,Civic Tech,Open Systems,Gov Services",2023,Global,Bellingcat Tech Fellowship,national,medium,complicated,"Limited accessibility to SEC EDGAR data hinders researchers, journalists, and the public from easily extracting and analyzing financial information, impeding transparency and accountability in the financial sector.","Researchers, journalists, financial analysts, and the general public interested in corporate financial data.",Information Access,Financial Regulation,system change,medium-term,substantial,Developing a Python tool for EDGAR data retrieval.;Providing text search functionality for SEC filings.;Implementing RSS feed monitoring for real-time SEC filings.;Cleaning and pre-processing financial data from SEC bulk data.;Offering data in CSV and JSON formats.;Providing installation and usage documentation.;Maintaining and updating the tool.,Python package for EDGAR data retrieval (edgar-tool).;Command-line tool for text search across SEC filings.;Real-time RSS feed monitoring system for SEC filings.;Cleaned CSV of financial statements.;Documentation and examples for using the tool.,Increased accessibility of SEC financial data.;Improved efficiency in extracting information from SEC filings.;Enhanced ability to monitor real-time financial disclosures.;Greater transparency and accountability in the financial markets.;Data driven insights into corporate behavior.,Democratized access to SEC data empowering citizens and promoting a more transparent and accountable financial ecosystem.,147,19,2025-01-22T04:20:46Z,2023-10-25T18:13:30Z,4,Python
https://github.com/bluesky-social,website,"Bluesky is a microblogging social media service, similar to X (formerly Twitter), owned by Bluesky Social PBC. It was developed as a reference implementation of the AT Protocol, aiming for a decentralized and composable user experience with algorithmic choice. Key features include user-managed moderation, customizable algorithmic feeds, and domain-name-based handle verification.
Originally a Twitter research initiative in 2019, Bluesky became an independent company in 2021, receiving initial funding from Twitter. After Elon Musk's acquisition of Twitter, all ties were severed. Bluesky launched as an invite-only beta in February 2023 before going public a year later. The platform fosters diverse communities and has grown significantly, experiencing surges in users due to various events, including controversies and changes on X (Twitter). As of late January 2025, Bluesky has increased from approximately 200,000 registered users in July 2023 to 30 million users.
Bluesky is exploring optional subscriptions and user-to-user payments for revenue. The AT Protocol allows for decentralized features, though some, like direct messages, are currently centralized. Bluesky has introduced features like custom feeds, moderation tools, anti-toxicity measures, and trending topics. It also announced that it will be launching an image sharing app and a video sharing app. Reception to Bluesky has been mixed, with some praising its potential for user control and fresh start, while others criticize its perceived lack of diverse opinions.",,Bluesky,"Media & Comms,Open Systems,Civic Tech",2021,Global,Initial funding from Twitter (prior to acquisition by Elon Musk),global,medium,complex,"Lack of user control, algorithmic transparency, and platform composability in existing centralized social media platforms, leading to concerns about censorship, manipulation, and echo chambers.","Global internet users, particularly those seeking alternative social media experiences with greater user control and algorithmic choice.",Digital platform governance and content moderation challenges,"Digital rights, freedom of speech, and algorithmic accountability",system change,long-term,substantial,Developing and promoting the AT Protocol for decentralized social networking.;Building a reference implementation social media service (Bluesky) on the AT Protocol.;Creating customizable algorithmic feeds and moderation tools.;Onboarding users and fostering diverse communities.;Developing anti-toxicity measures and content moderation policies.,Open-source AT Protocol specification.;Functional Bluesky social media platform.;Custom feed and moderation tool APIs.;Growing user base and active community.;Mobile and web applications.,Increased user control over their social media experience.;Greater algorithmic transparency and choice.;Development of diverse and user-managed communities.;Reduced reliance on centralized platform control.;Improved content moderation and anti-toxicity measures.,"A more decentralized, composable, and user-controlled social media ecosystem that promotes healthy online discourse and empowers individuals.",N/A,N/A,N/A,N/A,N/A,N/A
https://github.com/compdemocracy/polis,github,"Polis is an AI-driven sentiment analysis platform designed to collect opinions more organically than surveys and with less effort than focus groups. It’s free for nonprofits/governments at pol.is and supported by documentation, forums, and direct assistance for high-impact cases.",,Polis,"AI & Data,Civic Tech,Gov Services,Innovation & Reform,Community Impact",2015,Global,Unknown,global,medium,complex,"Traditional methods of gathering public opinion, such as surveys and focus groups, often fail to capture the nuanced and evolving perspectives of diverse populations. This leads to misinformed policy decisions and a lack of public trust in governance.","General public, policymakers, researchers, and organizations seeking to understand public opinion.",Inefficient and biased public opinion gathering,"Public policy, governance, civic engagement",system change,long-term,transformative,Developing and maintaining the Polis platform.;Providing support and documentation for users.;Conducting research on the effectiveness of Polis.;Promoting the adoption of Polis by governments and organizations.;Improving and expanding platform features,A functional and accessible AI-driven sentiment analysis platform.;Documentation and support resources for users.;Research publications on the effectiveness of Polis.;Increased adoption of Polis by governments and organizations.,Improved understanding of public opinion by policymakers.;More inclusive and representative policy decisions.;Increased public trust in governance.;Enhanced civic engagement and participation.;Reduced polarization via constructive conversations,A more democratic and responsive society where policy decisions are informed by a deep understanding of public opinion and the public feels empowered and heard.,802,190,2025-01-22T22:27:51Z,2016-11-29T21:47:47Z,284,JavaScript
https://github.com/cverluise/PatCit,github,"patCit is a global dataset of patent citations covering patents, scientific articles, standards, and more, designed to map innovation intersections. It features extensive coverage (global patents, diverse documents), uses NLP tools (spaCy, grobid, biblio-glutton) for citation extraction and enrichment, and integrates identifiers like DOIs and PMIDs.

Accessible via BigQuery (SQL analysis) and Zenodo (downloads), it follows FAIR principles for openness and reproducibility. patCit is community-driven, supported by academics and industry, with contributions via GitHub. Initiated by Gaétan de Rassenfosse and Cyril Verluise, it helps researchers analyze patent-science linkages and innovation trends.",,patCit,"AI & Data,Innovation & Reform,Open Systems",2020,Global,"Academics (EPFL, Collège de France), Industry Practitioners",global,medium,complex,"Lack of a comprehensive, globally accessible dataset of patent citations hinders the ability to map innovation intersections and understand knowledge flows across various fields. Existing data sources are often fragmented, incomplete, or difficult to access, creating barriers for researchers and practitioners seeking to analyze patent-science linkages and derive actionable insights. This limits informed decision-making regarding research investments, competitive strategies, and innovation policy.","Researchers, academics, industry practitioners, policymakers in the fields of science and technology studies, innovation management, and intellectual property.",Data accessibility and analysis,"Science and Technology Policy, Innovation Policy, Intellectual Property",system change,long-term,substantial,"Developing NLP pipelines for citation extraction, deduplication, and classification.;Integrating diverse data sources (patents, scientific articles, product documentation).;Hosting the dataset on BigQuery and Zenodo for easy access.;Creating open documentation and promoting community contributions.","A comprehensive, global dataset of patent citations.;NLP tools and methodologies for citation analysis.;Open documentation and API for accessing the data.;Integration with other open-source tools (e.g., GROBID).",Increased accessibility to patent citation data.;Improved understanding of patent-science linkages.;Facilitated analysis of innovation trends and competitive landscapes.;Greater collaboration between researchers and practitioners.;Development of new research methodologies and insights.,"To transform the way innovation is understood and measured by providing open access to comprehensive global patent citation data, fostering evidence-based decision-making in research, industry, and policy.",110,13,2024-12-24T07:41:18Z,2019-09-08T19:33:43Z,13,Jupyter Notebook
https://github.com/datakind/Data-Observation-Toolkit,github,"DOT is an open-source tool designed to **monitor data integrity** in health systems, flagging issues like missing/duplicate data, outliers, and domain-specific problems (e.g., missed medical follow-ups). - Aims to **democratize data monitoring** by combining the power of **DBT** and **Great Expectations** libraries into a user-friendly interface, requiring minimal technical expertise. - Developed by **DataKind** in response to global health data trust gaps, emphasizing equitable healthcare delivery and policy optimization. 2. **Core Functionality:** - **Configurable tests** for data validation (e.g., uniqueness checks, accepted values, custom SQL queries). - **Entity-based monitoring**, where ""entities"" are SQL views on underlying data. - Stores results in a database and provides a **UI/dashboard** for managing tests and visualizing outcomes. 3. **Technical Setup:** - Runs via **Docker** with demo data; pre-configured for quick deployment. - Requires Python, PostgreSQL, and Docker (minimum 4GB memory recommended). - Supports integration with **Apache Airflow** for workflow automation and **Superset** for advanced analytics. 4. **Key Components:** - **DOT Database**: Stores test configurations, entities, and results. - **Customizable Tests**: Configured via SQL/JSON parameters and linked to scenarios (e.g., data consistency, missingness). - **Raw Data Access**: Failed test results include references to underlying data for troubleshooting. 5. **Development and Ecosystem:** - Built using **DBT** (for SQL-based tests) and **Great Expectations** (for Python/statistical tests). - Focus on **health data use cases**, with synthetic datasets provided to simulate real-world scenarios (e.g., Uganda’s community health systems). - **Open-source** and community-driven, with guidelines for contributing code and adhering to quality standards (e.g., Black formatter, Pylint). 6. **Impact Context:** - Motivated by the UN’s emphasis on accurate health data to prevent avoidable deaths. - Collaborates with frontline health partners, Ministries of Health, and NGOs to strengthen data reliability in resource-constrained settings. **Primary Value Proposition:** DOT enables non-technical users to ensure data quality, critical for informed healthcare decisions, while offering scalability and integration with modern data engineering tools.",,DOT (Data Observation Tool),"AI & Data,Civic Tech,Community Impact,Open Systems",2020,Global,DataKind,global,high,complex,"Lack of data integrity in health systems leads to poor decision-making, impacting equitable healthcare delivery, policy optimization and ultimately contributing to avoidable deaths, particularly in resource-constrained settings.","Frontline health workers, Ministries of Health, NGOs, and ultimately, patients relying on accurate data for healthcare decisions.",Data quality and reliability in healthcare,"Public Health, Data Governance",system change,medium-term,substantial,Developing and maintaining the DOT open-source tool.;Configuring customizable tests for data validation.;Creating entity-based monitoring through SQL views.;Providing a UI/dashboard for test management and visualization.;Integrating with Apache Airflow and Superset.;Community-driven development and contribution.,"An open-source data monitoring tool (DOT).;Configurable data validation tests (SQL, JSON).;Entity-based monitoring system.;A user interface for data quality monitoring.;Documentation and community support for DOT users and developers.","Improved data quality in health systems.;Increased capacity of non-technical users to monitor data integrity.;Enhanced data-driven decision-making in healthcare.;Stronger data reliability in resource-constrained settings.;Reduced errors, missing data and duplication in raw health data.","Accurate and reliable health data leads to more effective healthcare delivery, improved public health outcomes, and better-informed policy decisions, ultimately preventing avoidable deaths and promoting equitable healthcare for all.",41,23,2025-01-08T05:21:53Z,2022-10-11T21:36:50Z,41,Python
https://github.com/deepseek-ai/DeepSeek-V3,github,"DeepSeek-V3 is a 671B-parameter Mixture-of-Experts (MoE) model with 37B activated parameters per token, featuring innovations like auxiliary-loss-free load balancing, Multi-Token Prediction (MTP), and FP8 mixed-precision training for efficiency.

Trained on 14.8T tokens over three phases, it achieves state-of-the-art training efficiency (2.788M GPU hours total) and outperforms leading open-source models (LLaMA3.1, Qwen2.5) while matching top closed-source models (Claude 3.5, GPT-4o), excelling in math, code, multilingual tasks, and 128K token long-context processing.

Available on Hugging Face (Base/Chat versions) with support for FP8/BF16 inference on NVIDIA/AMD GPUs and Huawei Ascend NPUs, it uses knowledge distillation from DeepSeek-R1 for enhanced reasoning. Licensed for commercial use, it offers cost-effective, stable performance with broad open-source and hardware integration. arXiv:2412.19437 | Contact: service@deepseek.com",,DeepSeek-V3,"AI & Data,Innovation & Reform,Open Systems",2024,Global,Unknown,global,medium,complex,"The challenge involves developing and deploying increasingly capable and efficient large language models (LLMs) to address diverse computational needs. Existing LLMs often suffer from high computational costs, instability during training, and limitations in performance across various tasks. DeepSeek-V3 aims to overcome these challenges through architectural innovations, improved training efficiency, and enhanced post-training techniques.","Researchers, developers, businesses, and general users who require advanced AI capabilities for various applications, including text generation, code synthesis, and data analysis.",Technological limitations in AI model development and deployment.,"AI research and development, technology policy, open-source initiatives.",system change,long-term,transformative,Developing a 671B-parameter Mixture-of-Experts (MoE) model.;Implementing Auxiliary-loss-free load balancing to improve training stability.;Using Multi-Token Prediction (MTP) for performance acceleration.;Employing an FP8 mixed-precision training framework for efficiency.;Pre-training on 14.8T tokens across multiple phases.;Knowledge distillation from DeepSeek-R1 to enhance reasoning.,"DeepSeek-V3 base and chat models available on Hugging Face.;Support for FP8/BF16 inference via various frameworks (SGLang, LMDeploy, TensorRT-LLM).;Integration with NVIDIA/AMD GPUs and Huawei Ascend NPUs.;Technical documentation and research paper detailing the model architecture and training process.","Improved performance in math, code, multilingual tasks, and long-context processing.;Increased training efficiency and reduced computational costs.;Enhanced reasoning capabilities through knowledge distillation.;Wider accessibility of advanced AI capabilities to researchers and developers.;Commercial availability under the DeepSeek Model License fostering innovation and applications","The long-term vision is to democratize access to highly capable and efficient AI models, enabling advancements across various domains and fostering innovation in AI research and development.",22391,1900,2025-01-23T11:15:50Z,2024-12-26T09:52:40Z,72,Python
